"date","day_of_week","month","year","open","close","high","low"
"08/04/1992","Wednesday","April",1992,2737,2607,2737,2607
"09/04/1992","Thursday","April",1992,2582,2582,2582,2453
"10/04/1992","Friday","April",1992,2582,2686,2686,2558
"13/04/1992","Monday","April",1992,2686,2788,2788,2661
"14/04/1992","Tuesday","April",1992,2788,2750,2875,2750
"15/04/1992","Wednesday","April",1992,2750,2973,2973,2725
"20/04/1992","Monday","April",1992,2946,2946,2946,2946
"22/04/1992","Wednesday","April",1992,2946,3042,3042,2920
"23/04/1992","Thursday","April",1992,3015,2895,3015,2895
"24/04/1992","Friday","April",1992,2857,2738,2857,2738
"27/04/1992","Monday","April",1992,2715,2597,2715,2597
"28/04/1992","Tuesday","April",1992,2597,2809,2809,2575
"29/04/1992","Wednesday","April",1992,2785,2553,2785,2553
"30/04/1992","Thursday","April",1992,2553,2635,2635,2521
"04/05/1992","Monday","May",1992,2614,2500,2614,2500
"05/05/1992","Tuesday","May",1992,2500,2592,2592,2479
"06/05/1992","Wednesday","May",1992,2592,2683,2683,2571
"07/05/1992","Thursday","May",1992,2661,2661,2661,2661
"08/05/1992","Friday","May",1992,2661,2750,2750,2640
"11/05/1992","Monday","May",1992,2750,2837,2837,2728
"12/05/1992","Tuesday","May",1992,2837,2912,2912,2804
"13/05/1992","Wednesday","May",1992,2889,2889,2889,2889
"14/05/1992","Thursday","May",1992,2867,2867,2867,2867
"15/05/1992","Friday","May",1992,2867,2845,2950,2845
"18/05/1992","Monday","May",1992,2812,2708,2812,2708
"19/05/1992","Tuesday","May",1992,2708,2791,2791,2688
"20/05/1992","Wednesday","May",1992,2771,2771,2771,2771
"21/05/1992","Thursday","May",1992,2720,2619,2720,2619
"22/05/1992","Friday","May",1992,2619,2619,2619,2518
"25/05/1992","Monday","May",1992,2500,2400,2500,2300
"26/05/1992","Tuesday","May",1992,2374,2374,2374,2176
"27/05/1992","Wednesday","May",1992,2374,2456,2554,2259
"28/05/1992","Thursday","May",1992,2456,2429,2526,2429
"29/05/1992","Friday","May",1992,2429,2509,2509,2316
"01/06/1992","Monday","June",1992,2509,2578,2674,2483
"02/06/1992","Tuesday","June",1992,2578,2560,2655,2560
"03/06/1992","Wednesday","June",1992,2560,2534,2628,2534
"04/06/1992","Thursday","June",1992,2517,2424,2517,2424
"05/06/1992","Friday","June",1992,2424,2399,2492,2399
"08/06/1992","Monday","June",1992,2375,2284,2375,2284
"09/06/1992","Tuesday","June",1992,2284,2269,2360,2269
"10/06/1992","Wednesday","June",1992,2269,2247,2337,2247
"11/06/1992","Thursday","June",1992,2247,2314,2403,2225
"12/06/1992","Friday","June",1992,2292,2204,2292,2204
"15/06/1992","Monday","June",1992,2190,2102,2190,2014
"16/06/1992","Tuesday","June",1992,2082,1909,2082,1909
"17/06/1992","Wednesday","June",1992,1891,1719,1891,1719
"19/06/1992","Friday","June",1992,1719,1873,1873,1703
"22/06/1992","Monday","June",1992,1856,1772,1856,1687
"23/06/1992","Tuesday","June",1992,1755,1755,1755,1672
"24/06/1992","Wednesday","June",1992,1739,1657,1739,1657
"25/06/1992","Thursday","June",1992,1657,1724,1724,1642
"26/06/1992","Friday","June",1992,1724,1790,1790,1709
"29/06/1992","Monday","June",1992,1693,1532,1693,1532
"30/06/1992","Tuesday","June",1992,1532,1594,1594,1514
"01/07/1992","Wednesday","July",1992,1594,1580,1659,1580
"02/07/1992","Thursday","July",1992,1580,1724,1724,1567
"03/07/1992","Friday","July",1992,1709,1554,1709,1554
"06/07/1992","Monday","July",1992,1554,1618,1618,1541
"07/07/1992","Tuesday","July",1992,1681,1757,1757,1681
"08/07/1992","Wednesday","July",1992,1757,1818,1818,1742
"09/07/1992","Thursday","July",1992,1818,1803,1879,1803
"10/07/1992","Friday","July",1992,1803,1938,1938,1789
"13/07/1992","Monday","July",1992,1938,2064,2064,1917
"14/07/1992","Tuesday","July",1992,2064,2194,2194,1975
"15/07/1992","Wednesday","July",1992,2177,2104,2177,2104
"16/07/1992","Thursday","July",1992,2104,2160,2232,2088
"17/07/1992","Friday","July",1992,2137,2066,2137,2066
"20/07/1992","Monday","July",1992,2050,1909,2050,1909
"21/07/1992","Tuesday","July",1992,1894,1824,1894,1754
"22/07/1992","Wednesday","July",1992,1806,1736,1806,1736
"23/07/1992","Thursday","July",1992,1736,1723,1792,1723
"24/07/1992","Friday","July",1992,1723,1843,1843,1706
"27/07/1992","Monday","July",1992,1843,1897,1897,1761
"28/07/1992","Tuesday","July",1992,1897,1878,1945,1811
"29/07/1992","Wednesday","July",1992,1865,1731,1865,1731
"30/07/1992","Thursday","July",1992,1731,1781,1781,1715
"31/07/1992","Friday","July",1992,1764,1764,1764,1698
"03/08/1992","Monday","August",1992,1751,1621,1751,1621
"04/08/1992","Tuesday","August",1992,1621,1603,1667,1603
"05/08/1992","Wednesday","August",1992,1603,1588,1651,1524
"06/08/1992","Thursday","August",1992,1588,1699,1699,1573
"07/08/1992","Friday","August",1992,1699,1808,1808,1684
"10/08/1992","Monday","August",1992,1808,1792,1854,1792
"11/08/1992","Tuesday","August",1992,1792,1838,1838,1776
"12/08/1992","Wednesday","August",1992,1838,1821,1882,1761
"13/08/1992","Thursday","August",1992,1741,1681,1741,1681
"14/08/1992","Friday","August",1992,1667,1667,1667,1607
"17/08/1992","Monday","August",1992,1649,1590,1649,1590
"18/08/1992","Tuesday","August",1992,1590,1576,1635,1576
"19/08/1992","Wednesday","August",1992,1576,1679,1679,1563
"20/08/1992","Thursday","August",1992,1679,1604,1719,1604
"21/08/1992","Friday","August",1992,1588,1531,1588,1531
"24/08/1992","Monday","August",1992,1531,1575,1575,1518
"25/08/1992","Tuesday","August",1992,1614,1670,1670,1614
"26/08/1992","Wednesday","August",1992,1670,1712,1712,1657
"27/08/1992","Thursday","August",1992,1712,1804,1804,1695
"28/08/1992","Friday","August",1992,1804,1895,1895,1786
"31/08/1992","Monday","August",1992,1823,1769,1823,1715
"01/09/1992","Tuesday","September",1992,1769,1802,1855,1748
"02/09/1992","Wednesday","September",1992,1785,1732,1785,1679
"03/09/1992","Thursday","September",1992,1712,1609,1712,1609
"04/09/1992","Friday","September",1992,1609,1593,1645,1593
"08/09/1992","Tuesday","September",1992,1593,1728,1728,1576
"09/09/1992","Wednesday","September",1992,1728,1712,1763,1712
"10/09/1992","Thursday","September",1992,1712,1694,1744,1694
"11/09/1992","Friday","September",1992,1694,1676,1725,1676
"14/09/1992","Monday","September",1992,1707,1755,1755,1707
"15/09/1992","Tuesday","September",1992,1755,1689,1785,1689
"16/09/1992","Wednesday","September",1992,1689,1719,1719,1671
"17/09/1992","Thursday","September",1992,1701,1701,1701,1701
"18/09/1992","Friday","September",1992,1684,1684,1684,1684
"21/09/1992","Monday","September",1992,1684,1759,1759,1667
"22/09/1992","Tuesday","September",1992,1739,1739,1739,1739
"23/09/1992","Wednesday","September",1992,1739,1722,1767,1676
"24/09/1992","Thursday","September",1992,1747,1881,1881,1747
"25/09/1992","Friday","September",1992,1881,1948,1993,1860
"28/09/1992","Monday","September",1992,1930,1842,1930,1842
"29/09/1992","Tuesday","September",1992,1868,1955,1998,1868
"30/09/1992","Wednesday","September",1992,1955,1934,1977,1891
"01/10/1992","Thursday","October",1992,1934,1998,1998,1828
"02/10/1992","Friday","October",1992,1934,1808,1934,1808
"05/10/1992","Monday","October",1992,1789,1706,1789,1623
"06/10/1992","Tuesday","October",1992,1706,1647,1770,1647
"07/10/1992","Wednesday","October",1992,1630,1548,1630,1548
"08/10/1992","Thursday","October",1992,1548,1572,1572,1532
"09/10/1992","Friday","October",1992,1572,1597,1597,1557
"13/10/1992","Tuesday","October",1992,1578,1499,1578,1499
"14/10/1992","Wednesday","October",1992,1499,1484,1524,1445
"15/10/1992","Thursday","October",1992,1484,1429,1506,1429
"16/10/1992","Friday","October",1992,1415,1415,1415,1339
"19/10/1992","Monday","October",1992,1415,1513,1513,1400
"20/10/1992","Tuesday","October",1992,1497,1422,1497,1422
"21/10/1992","Wednesday","October",1992,1422,1406,1444,1332
"22/10/1992","Thursday","October",1992,1428,1428,1465,1428
"23/10/1992","Friday","October",1992,1428,1522,1522,1377
"26/10/1992","Monday","October",1992,1540,1611,1611,1540
"27/10/1992","Tuesday","October",1992,1593,1522,1593,1522
"28/10/1992","Wednesday","October",1992,1522,1505,1539,1470
"29/10/1992","Thursday","October",1992,1524,1559,1593,1524
"30/10/1992","Friday","October",1992,1576,1576,1610,1576
"03/11/1992","Tuesday","November",1992,1576,1524,1592,1524
"04/11/1992","Wednesday","November",1992,1524,1507,1541,1474
"05/11/1992","Thursday","November",1992,1458,1425,1458,1425
"06/11/1992","Friday","November",1992,1425,1408,1440,1375
"09/11/1992","Monday","November",1992,1378,1282,1378,1282
"10/11/1992","Tuesday","November",1992,1282,1299,1299,1267
"11/11/1992","Wednesday","November",1992,1299,1299,1331,1299
"12/11/1992","Thursday","November",1992,1299,1284,1316,1284
"13/11/1992","Friday","November",1992,1284,1209,1302,1209
"16/11/1992","Monday","November",1992,1209,1165,1226,1134
"17/11/1992","Tuesday","November",1992,1165,1243,1243,1152
"18/11/1992","Wednesday","November",1992,1243,1200,1260,1200
"19/11/1992","Thursday","November",1992,1200,1157,1216,1157
"20/11/1992","Friday","November",1992,1157,1203,1203,1115
"23/11/1992","Monday","November",1992,1203,1162,1220,1162
"24/11/1992","Tuesday","November",1992,1162,1194,1194,1138
"25/11/1992","Wednesday","November",1992,1194,1268,1268,1183
"26/11/1992","Thursday","November",1992,1268,1268,1324,1268
"27/11/1992","Friday","November",1992,1268,1255,1283,1227
"30/11/1992","Monday","November",1992,1255,1271,1299,1244
"01/12/1992","Tuesday","December",1992,1271,1313,1313,1231
"02/12/1992","Wednesday","December",1992,1302,1247,1302,1247
"03/12/1992","Thursday","December",1992,1235,1209,1235,1182
"04/12/1992","Friday","December",1992,1209,1224,1224,1170
"07/12/1992","Monday","December",1992,1224,1264,1264,1212
"08/12/1992","Tuesday","December",1992,1252,1226,1252,1200
"09/12/1992","Wednesday","December",1992,1214,1214,1214,1188
"10/12/1992","Thursday","December",1992,1214,1228,1253,1202
"11/12/1992","Friday","December",1992,1228,1242,1267,1217
"14/12/1992","Monday","December",1992,1255,1305,1305,1255
"15/12/1992","Tuesday","December",1992,1305,1242,1317,1242
"16/12/1992","Wednesday","December",1992,1227,1227,1227,1178
"17/12/1992","Thursday","December",1992,1227,1243,1243,1219
"18/12/1992","Friday","December",1992,1243,1231,1255,1231
"21/12/1992","Monday","December",1992,1231,1242,1242,1219
"22/12/1992","Tuesday","December",1992,1242,1254,1254,1207
"23/12/1992","Wednesday","December",1992,1254,1406,1406,1241
"28/12/1992","Monday","December",1992,1406,1538,1561,1377
"29/12/1992","Tuesday","December",1992,1538,1499,1612,1476
"30/12/1992","Wednesday","December",1992,1505,1528,1550,1505
"04/01/1993","Monday","January",1993,1528,1522,1543,1480
"05/01/1993","Tuesday","January",1993,1522,1670,1670,1518
"07/01/1993","Thursday","January",1993,1670,1696,1696,1612
"08/01/1993","Friday","January",1993,1696,1759,1780,1676
"11/01/1993","Monday","January",1993,1760,1781,1843,1760
"12/01/1993","Tuesday","January",1993,1781,1801,1801,1739
"13/01/1993","Wednesday","January",1993,1781,1679,1781,1679
"14/01/1993","Thursday","January",1993,1679,1758,1778,1620
"15/01/1993","Friday","January",1993,1758,1738,1816,1719
"18/01/1993","Monday","January",1993,1738,1719,1738,1660
"19/01/1993","Tuesday","January",1993,1719,1660,1756,1640
"20/01/1993","Wednesday","January",1993,1659,1640,1659,1621
"21/01/1993","Thursday","January",1993,1640,1621,1640,1583
"22/01/1993","Friday","January",1993,1621,1750,1750,1601
"26/01/1993","Tuesday","January",1993,1750,1709,1763,1709
"27/01/1993","Wednesday","January",1993,1709,1687,1741,1669
"28/01/1993","Thursday","January",1993,1687,1649,1720,1649
"29/01/1993","Friday","January",1993,1645,1627,1645,1609
"01/02/1993","Monday","February",1993,1605,1519,1605,1502
"02/02/1993","Tuesday","February",1993,1519,1533,1550,1499
"03/02/1993","Wednesday","February",1993,1533,1530,1580,1530
"04/02/1993","Thursday","February",1993,1530,1592,1609,1510
"05/02/1993","Friday","February",1993,1592,1571,1604,1555
"08/02/1993","Monday","February",1993,1571,1600,1600,1535
"09/02/1993","Tuesday","February",1993,1600,1643,1659,1579
"10/02/1993","Wednesday","February",1993,1643,1653,1700,1606
"11/02/1993","Thursday","February",1993,1653,1703,1703,1611
"12/02/1993","Friday","February",1993,1666,1605,1666,1560
"15/02/1993","Monday","February",1993,1605,1726,1726,1605
"16/02/1993","Tuesday","February",1993,1726,1705,1765,1705
"17/02/1993","Wednesday","February",1993,1705,1786,1786,1698
"18/02/1993","Thursday","February",1993,1786,1792,1807,1763
"19/02/1993","Friday","February",1993,1792,1942,1942,1769
"25/02/1993","Thursday","February",1993,1942,2005,2047,1893
"26/02/1993","Friday","February",1993,2005,1939,2008,1939
"01/03/1993","Monday","March",1993,1892,1823,1892,1810
"02/03/1993","Tuesday","March",1993,1804,1777,1804,1709
"03/03/1993","Wednesday","March",1993,1777,1854,1854,1773
"04/03/1993","Thursday","March",1993,1854,1915,1928,1848
"05/03/1993","Friday","March",1993,1909,1830,1909,1817
"08/03/1993","Monday","March",1993,1830,1955,1955,1812
"09/03/1993","Tuesday","March",1993,1955,2000,2013,1936
"11/03/1993","Thursday","March",1993,1985,1909,1985,1884
"12/03/1993","Friday","March",1993,1909,1954,1954,1879
"15/03/1993","Monday","March",1993,1954,2071,2071,1934
"16/03/1993","Tuesday","March",1993,2071,2135,2172,2049
"17/03/1993","Wednesday","March",1993,2135,2078,2163,2078
"18/03/1993","Thursday","March",1993,2078,2190,2201,2057
"19/03/1993","Friday","March",1993,2190,2180,2192,2132
"22/03/1993","Monday","March",1993,2180,2205,2264,2170
"23/03/1993","Tuesday","March",1993,2136,2136,2136,2136
"24/03/1993","Wednesday","March",1993,2136,2183,2183,2102
"25/03/1993","Thursday","March",1993,2149,2069,2149,2069
"26/03/1993","Friday","March",1993,2069,2047,2093,2036
"29/03/1993","Monday","March",1993,2047,2103,2103,2036
"30/03/1993","Tuesday","March",1993,2103,2080,2136,2080
"31/03/1993","Wednesday","March",1993,2080,2102,2124,2058
"01/04/1993","Thursday","April",1993,2102,2042,2118,2031
"02/04/1993","Friday","April",1993,2042,2038,2060,2017
"05/04/1993","Monday","April",1993,2012,1928,2012,1928
"06/04/1993","Tuesday","April",1993,1923,1871,1923,1840
"07/04/1993","Wednesday","April",1993,1871,1919,1939,1868
"12/04/1993","Monday","April",1993,1919,1944,1944,1863
"13/04/1993","Tuesday","April",1993,1944,1968,1979,1919
"14/04/1993","Wednesday","April",1993,1972,2130,2130,1972
"15/04/1993","Thursday","April",1993,2130,2062,2179,2062
"16/04/1993","Friday","April",1993,2062,2073,2093,2025
"19/04/1993","Monday","April",1993,2073,2064,2121,2064
"20/04/1993","Tuesday","April",1993,2064,2177,2187,2056
"22/04/1993","Thursday","April",1993,2177,2185,2194,2102
"23/04/1993","Friday","April",1993,2183,2120,2183,2120
"26/04/1993","Monday","April",1993,2120,2227,2254,2111
"27/04/1993","Tuesday","April",1993,2227,2179,2250,2171
"28/04/1993","Wednesday","April",1993,2151,2125,2151,2072
"29/04/1993","Thursday","April",1993,2125,2046,2141,2046
"30/04/1993","Friday","April",1993,2046,2054,2062,2020
"03/05/1993","Monday","May",1993,2054,2029,2054,2003
"04/05/1993","Tuesday","May",1993,2029,2071,2079,2021
"05/05/1993","Wednesday","May",1993,2038,2021,2038,1997
"06/05/1993","Thursday","May",1993,2021,2069,2085,2012
"07/05/1993","Friday","May",1993,2069,2077,2093,2044
"10/05/1993","Monday","May",1993,2044,1996,2044,1988
"11/05/1993","Tuesday","May",1993,1996,2058,2058,1964
"12/05/1993","Wednesday","May",1993,2058,2064,2095,2025
"13/05/1993","Thursday","May",1993,2064,2093,2108,2039
"14/05/1993","Friday","May",1993,2093,2105,2105,2067
"17/05/1993","Monday","May",1993,2105,2184,2184,2065
"18/05/1993","Tuesday","May",1993,2184,2173,2209,2173
"19/05/1993","Wednesday","May",1993,2173,2176,2205,2147
"20/05/1993","Thursday","May",1993,2176,2301,2308,2164
"21/05/1993","Friday","May",1993,2330,2358,2386,2330
"24/05/1993","Monday","May",1993,2365,2365,2407,2365
"25/05/1993","Tuesday","May",1993,2365,2385,2392,2343
"26/05/1993","Wednesday","May",1993,2385,2397,2445,2369
"27/05/1993","Thursday","May",1993,2345,2311,2345,2298
"28/05/1993","Friday","May",1993,2308,2302,2308,2275
"31/05/1993","Monday","May",1993,2302,2335,2368,2302
"01/06/1993","Tuesday","June",1993,2335,2422,2422,2305
"02/06/1993","Wednesday","June",1993,2429,2526,2545,2429
"03/06/1993","Thursday","June",1993,2526,2589,2595,2462
"04/06/1993","Friday","June",1993,2589,2581,2631,2537
"07/06/1993","Monday","June",1993,2497,2491,2497,2420
"08/06/1993","Tuesday","June",1993,2491,2460,2507,2449
"09/06/1993","Wednesday","June",1993,2436,2390,2436,2372
"11/06/1993","Friday","June",1993,2390,2554,2559,2366
"14/06/1993","Monday","June",1993,2554,2539,2584,2500
"15/06/1993","Tuesday","June",1993,2539,2547,2646,2524
"16/06/1993","Wednesday","June",1993,2547,2707,2707,2515
"17/06/1993","Thursday","June",1993,2707,2549,2874,2522
"18/06/1993","Friday","June",1993,2549,2534,2624,2485
"21/06/1993","Monday","June",1993,2534,2560,2614,2518
"22/06/1993","Tuesday","June",1993,2560,2613,2624,2492
"23/06/1993","Wednesday","June",1993,2613,2507,2680,2507
"24/06/1993","Thursday","June",1993,2507,2508,2544,2451
"25/06/1993","Friday","June",1993,2508,2655,2660,2477
"28/06/1993","Monday","June",1993,2655,2692,2753,2617
"29/06/1993","Tuesday","June",1993,2666,2578,2666,2568
"30/06/1993","Wednesday","June",1993,2597,2632,2656,2597
"01/07/1993","Thursday","July",1993,2632,2532,2667,2522
"02/07/1993","Friday","July",1993,2532,2501,2558,2472
"05/07/1993","Monday","July",1993,2501,2594,2594,2471
"06/07/1993","Tuesday","July",1993,2594,2618,2646,2562
"07/07/1993","Wednesday","July",1993,2618,2651,2655,2600
"08/07/1993","Thursday","July",1993,2642,2601,2642,2569
"09/07/1993","Friday","July",1993,2601,2646,2650,2569
"12/07/1993","Monday","July",1993,2646,2654,2698,2614
"13/07/1993","Tuesday","July",1993,2654,2652,2661,2604
"14/07/1993","Wednesday","July",1993,2616,2516,2616,2507
"15/07/1993","Thursday","July",1993,2516,2447,2520,2434
"16/07/1993","Friday","July",1993,2447,2468,2477,2392
"19/07/1993","Monday","July",1993,2468,2476,2480,2447
"20/07/1993","Tuesday","July",1993,2476,2574,2574,2467
"21/07/1993","Wednesday","July",1993,2574,2543,2580,2539
"22/07/1993","Thursday","July",1993,2504,2488,2504,2444
"23/07/1993","Friday","July",1993,2488,2530,2562,2458
"26/07/1993","Monday","July",1993,2511,2432,2511,2421
"27/07/1993","Tuesday","July",1993,2426,2415,2426,2375
"28/07/1993","Wednesday","July",1993,2415,2451,2477,2385
"29/07/1993","Thursday","July",1993,2451,2512,2520,2444
"30/07/1993","Friday","July",1993,2512,2459,2527,2456
"02/08/1993","Monday","August",1993,2432,2321,2432,2309
"03/08/1993","Tuesday","August",1993,2317,2287,2317,2254
"04/08/1993","Wednesday","August",1993,2287,2230,2320,2223
"05/08/1993","Thursday","August",1993,2230,2234,2251,2159
"06/08/1993","Friday","August",1993,2234,2258,2272,2226
"09/08/1993","Monday","August",1993,2258,2233,2285,2212
"10/08/1993","Tuesday","August",1993,2233,2294,2294,2198
"11/08/1993","Wednesday","August",1993,2295,2366,2373,2295
"12/08/1993","Thursday","August",1993,2366,2463,2467,2340
"13/08/1993","Friday","August",1993,2463,2399,2478,2399
"16/08/1993","Monday","August",1993,2411,2518,2535,2411
"17/08/1993","Tuesday","August",1993,2518,2580,2615,2503
"18/08/1993","Wednesday","August",1993,2580,2525,2588,2496
"19/08/1993","Thursday","August",1993,2543,2669,2672,2543
"20/08/1993","Friday","August",1993,2669,2734,2762,2635
"23/08/1993","Monday","August",1993,2734,2748,2754,2668
"24/08/1993","Tuesday","August",1993,2748,2734,2780,2668
"25/08/1993","Wednesday","August",1993,2734,2726,2744,2694
"26/08/1993","Thursday","August",1993,2726,2863,2863,2698
"27/08/1993","Friday","August",1993,2863,2826,2899,2812
"30/08/1993","Monday","August",1993,2826,2862,2871,2733
"31/08/1993","Tuesday","August",1993,2823,2730,2823,2727
"01/09/1993","Wednesday","September",1993,2730,2864,2881,2691
"02/09/1993","Thursday","September",1993,2879,3025,3031,2879
"03/09/1993","Friday","September",1993,3025,3031,3037,2939
"06/09/1993","Monday","September",1993,3031,3109,3109,2992
"08/09/1993","Wednesday","September",1993,3109,3100,3229,3089
"09/09/1993","Thursday","September",1993,3090,3075,3090,3017
"10/09/1993","Friday","September",1993,3075,3143,3158,3018
"13/09/1993","Monday","September",1993,3143,3116,3207,3062
"14/09/1993","Tuesday","September",1993,3077,2999,3077,2954
"15/09/1993","Wednesday","September",1993,2999,3048,3048,2938
"16/09/1993","Thursday","September",1993,3048,3098,3134,3035
"17/09/1993","Friday","September",1993,3098,3320,3331,3085
"20/09/1993","Monday","September",1993,3320,3252,3339,3219
"21/09/1993","Tuesday","September",1993,3234,3130,3234,3104
"22/09/1993","Wednesday","September",1993,3130,3120,3195,3046
"23/09/1993","Thursday","September",1993,3120,3229,3234,3083
"24/09/1993","Friday","September",1993,3229,3178,3320,3146
"27/09/1993","Monday","September",1993,3131,3054,3131,3052
"28/09/1993","Tuesday","September",1993,3054,3113,3115,3011
"29/09/1993","Wednesday","September",1993,3113,3146,3189,3101
"30/09/1993","Thursday","September",1993,3146,3085,3167,3083
"01/10/1993","Friday","October",1993,3085,3075,3114,3037
"04/10/1993","Monday","October",1993,3065,3006,3065,3004
"05/10/1993","Tuesday","October",1993,3006,3086,3095,2968
"06/10/1993","Wednesday","October",1993,3086,3128,3157,3017
"07/10/1993","Thursday","October",1993,3128,3261,3271,3109
"08/10/1993","Friday","October",1993,3261,3326,3337,3259
"11/10/1993","Monday","October",1993,3326,3422,3430,3276
"13/10/1993","Wednesday","October",1993,3422,3446,3504,3398
"14/10/1993","Thursday","October",1993,3446,3439,3476,3382
"15/10/1993","Friday","October",1993,3439,3432,3441,3365
"18/10/1993","Monday","October",1993,3397,3057,3397,3057
"19/10/1993","Tuesday","October",1993,3057,3107,3158,2864
"20/10/1993","Wednesday","October",1993,3032,2876,3032,2817
"21/10/1993","Thursday","October",1993,2823,2565,2823,2555
"22/10/1993","Friday","October",1993,2574,2804,2819,2574
"25/10/1993","Monday","October",1993,2745,2585,2745,2574
"26/10/1993","Tuesday","October",1993,2585,2681,2682,2560
"27/10/1993","Wednesday","October",1993,2681,2890,2890,2667
"28/10/1993","Thursday","October",1993,2890,2811,2899,2763
"29/10/1993","Friday","October",1993,2811,2877,2891,2725
"01/11/1993","Monday","November",1993,2877,3128,3128,2872
"03/11/1993","Wednesday","November",1993,3114,3048,3114,2993
"04/11/1993","Thursday","November",1993,3048,2954,3079,2925
"05/11/1993","Friday","November",1993,2954,2960,2967,2852
"08/11/1993","Monday","November",1993,2960,3080,3102,2892
"09/11/1993","Tuesday","November",1993,3080,3041,3145,2994
"10/11/1993","Wednesday","November",1993,3041,3205,3209,2997
"11/11/1993","Thursday","November",1993,3205,3219,3240,3157
"12/11/1993","Friday","November",1993,3219,3212,3291,3197
"16/11/1993","Tuesday","November",1993,3212,3211,3215,3150
"17/11/1993","Wednesday","November",1993,3211,3311,3331,3163
"18/11/1993","Thursday","November",1993,3311,3271,3363,3242
"19/11/1993","Friday","November",1993,3255,3203,3255,3201
"22/11/1993","Monday","November",1993,3185,3125,3185,3119
"23/11/1993","Tuesday","November",1993,3125,3215,3215,3086
"24/11/1993","Wednesday","November",1993,3215,3310,3353,3199
"25/11/1993","Thursday","November",1993,3310,3337,3339,3240
"26/11/1993","Friday","November",1993,3337,3356,3416,3295
"29/11/1993","Monday","November",1993,3312,3238,3312,3223
"30/11/1993","Tuesday","November",1993,3213,3162,3213,3116
"01/12/1993","Wednesday","December",1993,3162,3039,3176,3036
"02/12/1993","Thursday","December",1993,3039,3048,3064,2995
"03/12/1993","Friday","December",1993,3048,3196,3208,3034
"06/12/1993","Monday","December",1993,3196,3233,3235,3152
"07/12/1993","Tuesday","December",1993,3208,3154,3208,3121
"08/12/1993","Wednesday","December",1993,3154,3092,3158,3080
"09/12/1993","Thursday","December",1993,3049,2981,3049,2970
"10/12/1993","Friday","December",1993,2981,3000,3048,2940
"13/12/1993","Monday","December",1993,2998,2998,2998,2922
"14/12/1993","Tuesday","December",1993,2998,3062,3086,2962
"15/12/1993","Wednesday","December",1993,3062,2984,3093,2976
"16/12/1993","Thursday","December",1993,2984,2973,3005,2934
"17/12/1993","Friday","December",1993,2973,2981,3002,2967
"20/12/1993","Monday","December",1993,2981,2946,3006,2933
"21/12/1993","Tuesday","December",1993,2960,3133,3133,2960
"22/12/1993","Wednesday","December",1993,3133,3218,3231,3117
"23/12/1993","Thursday","December",1993,3199,3183,3199,3134
"27/12/1993","Monday","December",1993,3183,3185,3198,3096
"28/12/1993","Tuesday","December",1993,3185,3151,3189,3112
"29/12/1993","Wednesday","December",1993,3151,3221,3222,3134
"30/12/1993","Thursday","December",1993,3220,3193,3220,3178
"03/01/1994","Monday","January",1994,3139,3138,3139,3082
"04/01/1994","Tuesday","January",1994,3138,3254,3254,3108
"05/01/1994","Wednesday","January",1994,3254,3366,3484,3218
"06/01/1994","Thursday","January",1994,3366,3496,3513,3362
"07/01/1994","Friday","January",1994,3496,3689,3697,3460
"10/01/1994","Monday","January",1994,3689,3776,3823,3632
"11/01/1994","Tuesday","January",1994,3776,3761,3827,3670
"12/01/1994","Wednesday","January",1994,3761,3960,3960,3707
"13/01/1994","Thursday","January",1994,3960,4082,4125,3859
"14/01/1994","Friday","January",1994,4082,3939,4107,3904
"17/01/1994","Monday","January",1994,3939,4210,4239,3890
"18/01/1994","Tuesday","January",1994,4210,4196,4416,4102
"19/01/1994","Wednesday","January",1994,4196,4377,4391,4055
"20/01/1994","Thursday","January",1994,4659,4732,4732,4659
"21/01/1994","Friday","January",1994,4715,4552,4715,4454
"24/01/1994","Monday","January",1994,4552,4482,4553,4339
"26/01/1994","Wednesday","January",1994,4482,4438,4529,4328
"27/01/1994","Thursday","January",1994,4438,4242,4587,4218
"28/01/1994","Friday","January",1994,4242,4203,4247,4188
"31/01/1994","Monday","January",1994,4203,4445,4459,4164
"01/02/1994","Tuesday","February",1994,4445,4873,4880,4409
"02/02/1994","Wednesday","February",1994,4873,4762,5023,4743
"03/02/1994","Thursday","February",1994,4700,4535,4700,4471
"04/02/1994","Friday","February",1994,4535,4580,4615,4460
"07/02/1994","Monday","February",1994,4580,4646,4659,4490
"08/02/1994","Tuesday","February",1994,4646,4774,4829,4619
"09/02/1994","Wednesday","February",1994,4774,4828,4851,4690
"10/02/1994","Thursday","February",1994,4828,5187,5188,4687
"11/02/1994","Friday","February",1994,5187,5268,5334,5093
"17/02/1994","Thursday","February",1994,5268,5105,5289,5077
"18/02/1994","Friday","February",1994,5062,4549,5062,4546
"21/02/1994","Monday","February",1994,4549,4390,4711,4342
"22/02/1994","Tuesday","February",1994,4390,4890,4894,4310
"23/02/1994","Wednesday","February",1994,4890,4844,5087,4731
"24/02/1994","Thursday","February",1994,4844,4465,4879,4344
"25/02/1994","Friday","February",1994,4465,4429,4645,4381
"28/02/1994","Monday","February",1994,4429,4545,4613,4349
"01/03/1994","Tuesday","March",1994,4545,4558,4776,4476
"02/03/1994","Wednesday","March",1994,4458,4272,4458,4239
"03/03/1994","Thursday","March",1994,4272,4307,4433,4212
